Grade,Dno,Dname,Sno,Sname,Stcount,Passpc
5,60,SUMTER,31,BUSHNELL ELEMENTARY SCHOOL,81,67
5,60,SUMTER,51,WEBSTER ELEMENTARY SCHOOL,105,61
5,60,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,118,27
5,60,SUMTER,181,LAKE PANASOFFKEE ELEM. SCHOOL,71,70
5,60,SUMTER,2001,VILLAGES CHARTER SCHOOL,216,70
5,61,SUWANNEE,42,SUWANNEE INTERMEDIATE SCHOOL,322,43
5,61,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,101,52
5,61,SUWANNEE,7001,SUWANNEE VIRTUAL INSTRUCTION PROGRA,1,-1
5,62,TAYLOR,41,TAYLOR COUNTY ELEMENTARY SCHOOL,185,49
5,62,TAYLOR,111,STEINHATCHEE SCHOOL,13,38
5,63,UNION,22,LAKE BUTLER MIDDLE SCHOOL,163,53
5,63,UNION,2021,THE OUTPOST,1,-1
5,64,VOLUSIA,621,BLUE LAKE ELEMENTARY SCHOOL,89,42
5,64,VOLUSIA,734,TOMOKA ELEMENTARY SCHOOL,111,63
5,64,VOLUSIA,761,PATHWAYS ELEMENTARY SCHOOL,137,61
5,64,VOLUSIA,821,PINE TRAIL ELEMENTARY SCHOOL,128,72
5,64,VOLUSIA,949,CHISHOLM ELEMENTARY SCHOOL,55,58
5,64,VOLUSIA,1114,ORMOND BEACH ELEMENTARY SCHOOL,41,56
5,64,VOLUSIA,1237,CORONADO BEACH ELEMENTARY SCHOOL,48,75
5,64,VOLUSIA,1491,WOODWARD AVENUE ELEMENTARY SCHOOL,93,80
5,64,VOLUSIA,1631,LOUISE S. MCINNIS ELEMENTARY SCHOOL,55,56
5,64,VOLUSIA,1811,DELTONA LAKES ELEMENTARY SCHOOL,111,55
5,64,VOLUSIA,1931,ENTERPRISE ELEMENTARY SCHOOL,81,57
5,64,VOLUSIA,2021,OSTEEN ELEMENTARY SCHOOL,91,63
5,64,VOLUSIA,2451,PALM TERRACE ELEMENTARY SCHOOL,83,46
5,64,VOLUSIA,2721,HOLLY HILL SCHOOL,98,43
5,64,VOLUSIA,2734,CHAMPION ELEMENTARY SCHOOL,73,51
5,64,VOLUSIA,3234,R. J. LONGSTREET ELEM. SCHOOL,72,67
5,64,VOLUSIA,3251,WESTSIDE ELEMENTARY SCHOOL,63,51
5,64,VOLUSIA,3451,HORIZON ELEMENTARY SCHOOL,112,65
5,64,VOLUSIA,3631,GEORGE W. MARKS ELEMENTARY SCHOOL,83,67
5,64,VOLUSIA,3651,INDIAN RIVER ELEMENTARY SCHOOL,99,54
5,64,VOLUSIA,3697,EDGEWATER PUBLIC SCHOOL,92,58
5,64,VOLUSIA,4131,ORANGE CITY ELEMENTARY SCHOOL,99,66
5,64,VOLUSIA,4334,ORTONA ELEMENTARY SCHOOL,27,48
5,64,VOLUSIA,4531,SPRUCE CREEK ELEMENTARY SCHOOL,120,59
5,64,VOLUSIA,4621,SUGAR MILL ELEMENTARY SCHOOL,93,62
5,64,VOLUSIA,4634,OSCEOLA ELEMENTARY SCHOOL,70,46
5,64,VOLUSIA,4831,PIERSON ELEMENTARY SCHOOL,81,65
5,64,VOLUSIA,4934,PORT ORANGE ELEMENTARY SCHOOL,78,74
5,64,VOLUSIA,4951,SWEETWATER ELEMENTARY SCHOOL,127,83
5,64,VOLUSIA,5037,READ-PATTILLO ELEMENTARY SCHOOL,57,70
5,64,VOLUSIA,6144,TURIE T. SMALL ELEMENTARY SCHOOL,55,53
5,64,VOLUSIA,6234,SOUTH DAYTONA ELEMENTARY SCHOOL,117,64
5,64,VOLUSIA,6441,EDITH I. STARKE ELEMENTARY SCHOOL,57,30
5,64,VOLUSIA,6751,DISCOVERY ELEMENTARY SCHOOL,105,51
5,64,VOLUSIA,6781,TIMBERCREST ELEMENTARY SCHOOL,139,76
5,64,VOLUSIA,6841,SUNRISE ELEMENTARY SCHOOL,93,54
5,64,VOLUSIA,6851,FRIENDSHIP ELEMENTARY SCHOOL,73,40
5,64,VOLUSIA,6871,VOLUSIA PINES ELEMENTARY SCHOOL,88,49
5,64,VOLUSIA,6891,THE READING EDGE ACADEMY,16,50
5,64,VOLUSIA,7001,VOLUSIA COUNTY VIRTUAL INSTRUCTION,10,60
5,64,VOLUSIA,7621,IVY HAWN CHARTER SCHOOL OF THE ARTS,43,63
5,64,VOLUSIA,7631,BURNS SCIENCE AND TECHNOLOGY CHARTE,42,60
5,64,VOLUSIA,7751,FOREST LAKE ELEMENTARY SCHOOL,121,71
5,64,VOLUSIA,7761,DEBARY ELEMENTARY SCHOOL,131,80
5,64,VOLUSIA,7781,FREEDOM ELEMENTARY SCHOOL,113,70
5,64,VOLUSIA,7871,SPIRIT ELEMENTARY SCHOOL,107,59
5,64,VOLUSIA,7881,MANATEE COVE ELEMENTARY SCHOOL,130,72
5,64,VOLUSIA,7921,CYPRESS CREEK ELEMENTARY SCHOOL,150,73
5,64,VOLUSIA,7931,PRIDE ELEMENTARY SCHOOL,83,47
5,64,VOLUSIA,7951,SAMSULA ACADEMY,30,57
5,64,VOLUSIA,7981,CITRUS GROVE ELEMENTARY,98,67
5,64,VOLUSIA,9802,HALIFAX BEHAVIORAL SERVICES,2,-1
5,65,WAKULLA,5,WAKULLA COAST CHARTER SCHOOL OF ART,21,29
5,65,WAKULLA,11,MEDART ELEMENTARY SCHOOL,80,56
5,65,WAKULLA,15,RIVERSINK ELEMENTARY SCHOOL,81,73
5,65,WAKULLA,31,CRAWFORDVILLE ELEMENTARY SCHOOL,89,55
5,65,WAKULLA,91,SHADEVILLE ELEMENTARY SCHOOL,104,59
5,66,WALTON,61,WEST DEFUNIAK ELEMENTARY SCHOOL,98,68
5,66,WALTON,101,PAXTON SCHOOL,45,56
5,66,WALTON,146,FREEPORT MIDDLE SCHOOL,109,49
5,66,WALTON,152,EMERALD COAST MIDDLE SCHOOL,205,66
5,66,WALTON,261,MOSSY HEAD SCHOOL,43,53
5,66,WALTON,281,MAUDE SAUNDERS ELEMENTARY SCHOOL,79,32
5,66,WALTON,282,WALTON INITIATIVE FOR SUCCESS IN ED,7,-1
5,67,WASHINGTON,52,VERNON MIDDLE SCHOOL,94,51
5,67,WASHINGTON,101,ROULHAC MIDDLE SCHOOL,129,47
5,67,WASHINGTON,152,WASHINGTON INSTITUTE FOR SPECIALIZE,1,-1
5,68,FSDB,11,DEAF ELEMENTARY SCHOOL (FSDB),20,0
5,68,FSDB,14,BLIND ELEMENTARY SCHOOL (FSDB),10,20
5,71,FL VIRTUAL,300,FLVS FULL TIME K-8,342,57
5,72,FAU LAB SCH,11,A.D. HENDERSON UNIVERSITY SCHOOL,78,86
5,72,FAU LAB SCH,20,FAU/SLCSD PALM POINTE RESEARCH SCHO,151,66
5,73,FSU LAB SCH,341,FLORIDA STATE UNIVERSITY SCHOOL,92,62
5,73,FSU LAB SCH,351,THE PEMBROKE PINES FLORIDA,127,79
5,74,FAMU LAB SCH,351,FAMU DEVELOP RESEARCH,34,56
5,75,UF LAB SCH,391,P.K. YONGE DEVELOPMENTAL RESEARCH S,63,54
